property_name,preferred_plus_property,property_stars,property_address,dist_from_center,metro_access,booking_reviews,user_reviews,room_type,bed_type,sus_property_type,property_rating,price_per_night,breakfast_included,free_cancellation_no_prepayment
Hôtel Bourg Tibourg,1,4,"4th arr., Paris",350.0,1,Fabulous ,226,Double Room,Beds: 1 double or 2 singles,0,8.9,296,False,False
Magda Champs Elysées,1,3,"17th arr., Paris",4.6,0,Very good ,"1,416",Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 29m²2 beds (1 double, 1 sofa bed)",0,8.4,300,False,False
Paris Marriott Opera Ambassador Hotel,1,4,"9th arr., Paris",2.1,1,Good ,225,Superior Double Room,1 extra-large double bed,1,7.4,486,False,False
Hotel Palm - Astotel,1,3,"9th arr., Paris",2.4,1,Fabulous ,772,Standard Twin Room,2 single beds,0,8.9,188,False,False
Best Western Plus La Demeure,1,4,"13th arr., Paris",2.1,1,Very good ,"1,089",Classic Double Room with Access to Relaxation Area,1 double bed,0,8.2,125,False,False
Hotel Saint Cyr Etoile,1,3,"17th arr., Paris",5.5,1,Very good ,861,Superior Family Room,2 double beds,0,8.1,162,False,False
Hôtel AMI - Orso Hotels,1,3,"15th arr., Paris",3.9,1,Very good ,640,Standard Double Room - La bonne Amie,1 large double bed,1,8.5,153,False,False
Hôtel Malar,1,3,"7th arr., Paris",3.3,1,Review score ,411,Double Room,1 double bed,0,6.8,174,False,False
Hotel Saint Dominique,1,4,"7th arr., Paris",3.1,1,Very good ,516,Comfort Double Room,1 large double bed,0,8.3,215,False,False
Mercure Paris Alesia,1,4,"14th arr., Paris",4.2,1,Very good ,"1,204",Standard Double Room,1 large double bed,1,8.5,204,False,False
Hôtel Bourg Tibourg,1,4,"4th arr., Paris",350.0,1,Fabulous ,226,Double Room,Beds: 1 double or 2 singles,0,8.9,296,False,False
Hotel Monterosa - Astotel,1,3,"9th arr., Paris",2.8,1,Fabulous ,391,Standard Double Room,1 double bed,0,8.6,200,False,False
Magda Champs Elysées,1,3,"17th arr., Paris",4.6,0,Very good ,"1,416",Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 29m²2 beds (1 double, 1 sofa bed)",0,8.4,300,False,False
Hotel Eiffel Blomet,1,4,"15th arr., Paris",4.0,1,Fabulous ,"1,885",Superior Double Room with Pool Access,1 double bed,1,8.7,220,False,False
ibis Budget Paris La Villette 19ème,0,2,"19th arr., Paris",3.6,1,Good ,"8,260",Room with One Queen Bed and One Bunk Bed,"2 beds (1 double, 1 bunk bed)",1,7.1,128,False,False
Hotel le Lapin Blanc,1,4,"5th arr., Paris",1.1,1,Fabulous ,460,Double Superior,1 extra-large double bed,1,8.6,213,False,False
Appia La Fayette,1,3,"10th arr., Paris",2.5,1,Good ,359,Privilege Double or Twin Room,Beds: 1 double or 2 singles,1,7.4,138,False,False
"Crowne Plaza Paris République, an IHG Hotel",1,4,"11th arr., Paris",1.6,1,Good ,"1,324",Standard Room,Beds: 1 double or 2 singles,1,7.8,275,False,True
ibis budget Porte D'Orleans,0,2,"14th arr., Paris",4.5,1,Good ,"5,620",Twin Room,2 single beds,1,7.4,118,False,False
Hotel de Flore,1,3,"18th arr., Paris",3.9,1,Fabulous ,"1,989",Confort Double Room,1 double bed,1,8.7,164,False,False
Relais Du Louvre,1,4,"1st arr., Paris",0.8,0,Fabulous ,809,Triple Room,Multiple bed types,1,8.9,309,False,False
Prince de Conde,1,4,"6th arr., Paris",1.1,1,Very good ,251,Superior Queen Room,1 large double bed,0,8.0,272,False,False
Hotel George - Astotel,1,3,"9th arr., Paris",2.8,1,Fabulous ,501,Standard  Double Room,1 double bed,0,8.7,165,False,False
Mercure Paris Montparnasse Pasteur,1,4,"15th arr., Paris",3.9,1,Very good ,480,Standard Double Room,1 large double bed,1,8.0,216,False,False
Hotel Imperial Paris,1,3,"9th arr., Paris",2.3,1,Very good ,745,Standard Double Room,1 double bed,0,8.1,114,False,False
Bailli De Suffren,1,3,"15th arr., Paris",3.4,1,Good ,909,Executive Double Room,1 double bed,1,7.9,198,False,False
Mercure Paris Gare Montparnasse,1,4,"14th arr., Paris",2.7,1,Very good ,954,Standard Double Room with Sofa,"2 beds (1 double, 1 sofa bed)",1,8.0,247,False,False
Renaissance Paris Nobel Tour Eiffel Hotel,1,4,"16th arr., Paris",4.9,1,Very good ,91,Classic Double Room,1 double bed,1,8.2,415,False,False
Hôtel du Danube Saint Germain,1,3,"6th arr., Paris",1.4,1,Fabulous ,683,Deluxe Double Room Ground Floor,Multiple bed types,1,8.6,332,False,False
ibis Paris Alesia Montparnasse,0,3,"14th arr., Paris",3.9,1,Good ,"2,635",Standard Double Room,1 double bed,0,7.5,135,False,False
Hotel Royal Phare,1,No Rating available,"7th arr., Paris",3.3,1,Very good ,"1,377",Classic Double Room,1 large double bed,0,8.3,116,False,False
Novotel Paris Centre Gare Montparnasse,1,4,"15th arr., Paris",3.3,0,Very good ,"1,738",Classic Twin Room,2 single beds,0,8.1,247,False,False
Ateliers de Montmartre ADM,0,3,"18th arr., Paris",3.4,0,Very good ,271,King Suite,Private suite • 1 bedroom • 1 living room • 1 bathroom • 28m²1 double bed,0,8.5,171,True,False
Hôtel Fougère,1,No Rating available,"6th arr., Paris",1.3,1,Superb ,96,Superior Queen Room,Beds: 1 double or 2 singles,1,9.2,371,False,False
Le Petit Belloy,0,No Rating available,"6th arr., Paris",1.0,1,Good ,250,Classic Double/ Twin Room,1 double bed,1,7.6,141,False,False
Hotel Duquesne Eiffel,1,3,"7th arr., Paris",3.1,1,Very good ,767,Classic Single or Double Room with Courtyard View,1 double bed,0,8.5,193,False,False
Hotel Champerret Elysees,1,3,"17th arr., Paris",5.3,1,Very good ,765,Standard Double Room,1 double bed,0,8.4,157,False,False
Hotel Muguet,1,3,"7th arr., Paris",3.1,1,Superb ,573,Classic Double Room,1 large double bed,1,9.0,254,False,False
Le Marceau Bastille,1,4,"12th arr., Paris",1.6,1,Fabulous ,"1,306",Standard Double or Twin Room,Beds: 1 double or 2 singles,1,8.6,221,False,False
La Clef Tour Eiffel Paris by The Crest Collection,1,5,"16th arr., Paris",4.7,1,Good ,"1,232",Superior Double or Twin Room,1 double bed,1,7.9,406,False,False
Hôtel l'Echiquier Opéra Paris - MGallery,1,4,"10th arr., Paris",1.7,1,Fabulous ,439,Classic Room with Queen Bed,1 large double bed,1,8.8,258,False,False
La Perle,1,3,"6th arr., Paris",1.4,1,Fabulous ,729,Classic Double or Twin Room,Beds: 1 double or 2 singles,1,8.7,283,False,False
Hotel Opéra Marigny,1,4,"8th arr., Paris",2.6,1,Very good ,"1,139",Classic Double Room,Beds: 1 double or 2 singles,0,8.2,230,False,False
Hôtel Crayon Rouge by Elegancia,1,4,"1st arr., Paris",1.2,1,Very good ,410,Double Room,1 double bed,0,8.3,264,False,False
Hôtel De Buci,1,4,"6th arr., Paris",1.1,1,Fabulous ,218,Boudoir Double Room,1 double bed,1,8.7,276,False,False
Saint-Hubert Gare de Lyon,0,2,"12th arr., Paris",1.9,1,Review score ,560,Double Room,1 double bed,0,6.9,134,False,False
Hôtel Maxim Opéra,1,4,"9th arr., Paris",2.0,1,Very good ,653,Classic Room,1 double bed,0,8.4,175,False,False
Hotel Villa Romantic & Spa,1,4,"13th arr., Paris",2.5,1,Superb ,415,Small Double Room,1 large double bed,0,9.0,176,False,False
Hotel Atmospheres,1,4,"5th arr., Paris",0.9,1,Fabulous ,595,Standard Double Room,1 large double bed,0,8.6,220,False,False
Hôtel Le Marcel Paris Gare de l'Est,1,4,"10th arr., Paris",2.2,1,Good ,717,Standard Double Room,1 large double bed,1,7.7,185,False,False
Hotel Excelsior,0,2,"10th arr., Paris",1.5,1,Review score ,"1,034",Standard Double Room,1 double bed,0,6.7,91,False,False
Hidden Hotel,1,4,"17th arr., Paris",4.9,1,Fabulous ,643,Sensation Room,1 large double bed,1,8.8,301,False,False
STYLE HOTEL,0,No Rating available,"18th arr., Paris",3.7,1,Review score ,568,Double Room,1 double bed,0,5.9,78,False,False
Hôtel Eiffel XV,0,2,"15th arr., Paris",4.5,1,Good ,512, Executive Double Room,1 double bed,0,7.2,141,False,False
Mary's Hotel République,1,2,"11th arr., Paris",1.5,1,Good ,"3,224",Standard Double Room,1 double bed,1,7.8,82,False,False
Hôtel Gramont,1,4,"2nd arr., Paris",1.9,1,Fabulous ,999,Classic Double Room,Beds: 1 double or 2 singles,1,8.7,236,False,False
Love Room Jacuzzi Paris 4,0,3,"4th arr., Paris",0.9,0,Good ,277,Studio with Spa Bath,Private suite • 1 bedroom • 1 living room • 1 bathroom • 30m²1 extra-large double bed,0,7.1,183,False,False
Aparthotel Adagio Paris Nation,1,4,"12th arr., Paris",3.8,1,Very good ,"1,386",Studio,Entire studio • 1 kitchen • 26m²Beds: 1 double or 2 singles,1,8.4,205,False,False
Hotel George - Astotel,1,3,"9th arr., Paris",2.8,1,Fabulous ,501,Standard  Double Room,1 double bed,0,8.7,165,False,False
Hôtel Waldorf Trocadéro Tour Eiffel,1,4,"16th arr., Paris",4.8,1,Very good ,576,Double Room - Ground Floor,1 large double bed,0,8.3,265,False,False
Hotel Antin St Georges,0,2,"9th arr., Paris",2.6,1,Review score ,"1,023",Superior Room (2 Adults),1 double bed,0,6.5,142,False,False
Residhome Paris Gare de Lyon - Jacqueline de Romilly,1,3,"12th arr., Paris",2.9,1,Very good ,"1,307",Standard Studio,Entire studio • 1 bathroom • 1 kitchen • 21m²1 double bed,0,8.3,183,False,False
Hôtel Edouard 6 Montparnasse Saint-Germain-des-Prés,1,3,"6th arr., Paris",2.5,1,Very good ,603,Double Room with Courtyard View or Montparnasse,1 large double bed,1,8.4,185,False,False
Monceau Elysées,1,3,"17th arr., Paris",4.4,1,Very good ,626,Standard Double Room,1 double bed,0,8.5,204,False,False
Hyatt Paris Madeleine,1,5,"8th arr., Paris",2.8,1,Very good ,337,Hyatt Queen Room,1 double bed,1,8.4,518,True,False
Résidence de Bourgogne,0,3,"10th arr., Paris",1.5,1,Review score ,454,Comfort Triple Room,3 single beds,0,6.5,86,False,False
Hotel The Playce by Happyculture,1,4,"18th arr., Paris",3.6,1,Good ,"1,954",Quadruple Room,Multiple bed types,1,7.8,206,False,False
Hôtel Bedford,1,4,"8th arr., Paris",2.7,1,Very good ,"1,564",Classic Room,1 double bed,0,8.3,286,False,False
"Holiday Inn Paris Montmartre, an IHG Hotel",1,4,"18th arr., Paris",3.8,1,Very good ,861,Standard Room,Beds: 1 double or 2 singles,1,8.4,185,False,False
Hôtel de la Gaîté,0,3,"14th arr., Paris",2.8,1,Review score ,822,Double Room with Shower,1 double bed,0,6.5,133,False,False
Hôtel Du Jeu De Paume,1,4,"4th arr., Paris",0.6,1,Very good ,370,Classic Double Room,Beds: 1 double or 2 singles,1,8.4,285,False,False
Hôtel des Deux Avenues,1,3,"17th arr., Paris",4.6,1,Good ,801,Triple Room,3 single beds,0,7.2,218,False,False
Hôtel Toujours & Spa,1,4,"16th arr., Paris",5.4,1,Very good ,366,Double Room,1 double bed,1,8.0,245,False,False
Hôtel Jules & Jim,0,No Rating available,"3rd arr., Paris",0.9,1,Superb ,442,Double Room,1 double bed,0,9.0,226,False,False
Hotel Joyce - Astotel,1,3,"9th arr., Paris",2.8,1,Fabulous ,685,Standard Twin Room,2 single beds,0,8.8,257,False,False
Hotel Boronali,0,3,"18th arr., Paris",3.6,1,Good ,777,Classic Triple Room,"2 beds (1 single, 1 large double)",0,7.2,107,False,False
Hôtel Chaplain Paris Rive Gauche,1,4,"6th arr., Paris",2.2,1,Very good ,"1,376",Club King Room,Multiple bed types,0,8.0,228,False,False
Hôtel Toujours & Spa,1,4,"16th arr., Paris",5.4,1,Very good ,366,Double Room,1 double bed,1,8.0,245,False,False
"Kimpton - St Honoré Paris, an IHG Hotel",1,5,"2nd arr., Paris",2.1,1,Very good ,510,Essential Double Room,1 large double bed,1,8.5,528,False,False
Hôtel Jules & Jim,0,No Rating available,"3rd arr., Paris",0.9,1,Superb ,442,Double Room,1 double bed,0,9.0,226,False,False
Hotel Joyce - Astotel,1,3,"9th arr., Paris",2.8,1,Fabulous ,685,Standard Twin Room,2 single beds,0,8.8,257,False,False
Hotel Boronali,0,3,"18th arr., Paris",3.6,1,Good ,777,Classic Triple Room,"2 beds (1 single, 1 large double)",0,7.2,107,False,False
Hôtel Chaplain Paris Rive Gauche,1,4,"6th arr., Paris",2.2,1,Very good ,"1,376",Club King Room,Multiple bed types,0,8.0,228,False,False
Hotel Les Bains Paris,1,5,"3rd arr., Paris",0.8,1,Fabulous ,380,Classic Double Room,1 large double bed,0,8.8,442,False,False
Hotel & Spa Saint-Jacques,1,4,"5th arr., Paris",0.9,1,Very good ,"1,374",Classic Double Room,1 double bed,1,8.3,198,False,False
Hôtel Léonard de Vinci II,0,No Rating available,"15th arr., Paris",4.3,1,Review score ,535,Twin Room,2 single beds,0,6.8,108,False,False
Hôtel du Ministère,1,4,"8th arr., Paris",2.9,1,Fabulous ,897,Deluxe Double or Twin Room,Multiple bed types,0,8.7,310,False,False
Reims Hotel,0,2,"19th arr., Paris",3.5,1,Good ,686,Double Room,1 double bed,0,7.9,101,False,False
Adagio Paris 19ème Cité de la Musique,1,4,"19th arr., Paris",4.6,1,Good ,"1,032",Small Studio (2 Adults),Entire studio • 1 kitchen • 18m²Beds: 1 double or 2 singles,1,7.7,143,False,False
Apartments WS Opéra - Laffitte,1,3,"9th arr., Paris",2.1,1,Good ,116,Double Room,1 double bed,1,7.8,219,False,False
"Le Metropolitan Paris Tour Eiffel, a Tribute Portfolio Hotel",1,5,"16th arr., Paris",5.1,1,Good ,59,"Superior, Guest room, 1 Queen                      ",1 large double bed,1,7.8,438,False,False
Avenir Hotel,0,2,"15th arr., Paris",4.7,1,Review score ,631,Double Room,1 double bed,0,5.7,81,False,False
HOTEL SOOKIE,0,4,"3rd arr., Paris",1.1,1,Fabulous ,307,Double or Twin Room,Beds: 1 double or 2 singles,1,8.7,176,False,False
Hotel Duette Paris,1,3,"17th arr., Paris",4.1,1,Very good ,333,Double Room,1 large double bed,0,8.4,163,False,False
Hôtel d'Argenson,1,2,"8th arr., Paris",3.3,1,Very good ,"1,933",Standard Double Room - Shower,1 double bed,0,8.4,97,False,False
Villa Luxembourg,1,No Rating available,"6th arr., Paris",2.3,0,Review score ,722,Double or Twin Room,Beds: 1 double or 2 singles,0,6.7,180,True,False
ibis Styles Paris Eiffel Cambronne,1,3,"15th arr., Paris",3.8,1,Good ,878,Standard Queen Room,1 large double bed,1,7.7,203,True,False
Le Pigalle Hotel,1,4,"9th arr., Paris",3.0,1,Fabulous ,684,"Standard Double Room ""Pigalle 15""",1 large double bed,0,8.7,269,False,False
Hôtel Gaston,1,3,"17th arr., Paris",4.7,1,Very good ,659,Double Room,Beds: 1 double or 2 singles,1,8.1,174,False,False
ibis Paris Bastille Opera,0,3,"11th arr., Paris",1.6,1,Good ,"3,351",Twin Room with 2 Single Beds,2 single beds,0,7.9,177,False,False
Villa Beaumarchais,1,4,"3rd arr., Paris",1.2,0,Good ,638,Junior Suite with VIP Services,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 35m²2 beds (1 extra-large double, 1 sofa bed)",1,7.6,346,True,False
Hôtel Paris Nord,0,2,"10th arr., Paris",2.7,0,Review score ,615,Double Room,1 double bed,0,6.1,95,False,False
Hôtel Paris Nord,0,2,"10th arr., Paris",2.7,0,Review score ,615,Double Room,1 double bed,0,6.1,95,False,False
Aparthotel Adagio Access Paris La Villette,1,3,"19th arr., Paris",5.1,1,Good ,807,Studio,Entire studio • 1 kitchen • 20m²1 double bed,0,7.0,129,False,False
Hotel Telemaque,0,1,"14th arr., Paris",3.0,1,Review score ,321,Double Room,1 double bed,0,5.9,81,False,False
Hôtel de l'Abbaye,1,4,"6th arr., Paris",1.7,1,Superb ,294,"Superior Double Room ""La Parisienne   """,1 large double bed,0,9.0,408,False,False
Hotel Puy De Dôme,1,No Rating available,"18th arr., Paris",4.4,1,Good ,942,Standard Double Room,1 double bed,0,7.9,121,False,False
Hotel L’Antoine,1,4,"11th arr., Paris",1.7,1,Very good ,907,Classic Double Room,1 large double bed,1,8.4,189,False,False
ibis Paris Montmartre 18ème,0,3,"18th arr., Paris",3.5,1,Good ,"2,667",Standard Room with 2 Single Beds,2 single beds,0,7.3,151,False,False
Nouvel hotel,1,3,"12th arr., Paris",3.5,1,Good ,551,Standard Double Room,1 double bed,0,7.9,129,False,False
Hotel Paris Bruxelles,0,2,"3rd arr., Paris",1.4,1,Review score ,"1,764",Quadruple Room,Multiple bed types,0,6.4,150,False,False
New Hotel Opéra,1,3,"9th arr., Paris",3.1,1,Good ,598,Double Room,1 double bed,0,7.0,169,False,False
Le Méridien Etoile,1,4,"17th arr., Paris",5.5,1,Good ,"1,042",Urban Double Room ,1 double bed,0,7.0,355,False,False
Hôtel Paris Louvre Opéra,1,3,"1st arr., Paris",1.6,1,Very good ,712,Classic Room,1 large double bed,0,8.0,228,False,False
Hotel Parister,1,5,"9th arr., Paris",2.1,1,Very good ,500,Superior Double Room with with Private Access to Hammam and Fitness Center,1 double bed,1,8.3,320,False,False
Best Western Plus Opéra Batignolles,1,4,"17th arr., Paris",4.4,0,Very good ,828,Suite with King Bed - Non-Smoking,Private suite1 extra-large double bed,1,8.0,235,False,False
Hôtel du Rond-point des Champs-Élysées - Esprit de France,1,4,"8th arr., Paris",3.4,0,Fabulous ,593,Classic Double Room,1 large double bed,1,8.8,262,False,False
Maison Colbert Member of Meliá Collection,1,5,"5th arr., Paris",0.6,0,Fabulous ,139,Style Room,1 large double bed,1,8.6,398,False,False
Lyric Hotel Paris Opera,1,4,"2nd arr., Paris",1.7,1,Fabulous ,962,Classic Double or Twin Room,Beds: 1 double or 2 singles,1,8.9,325,False,False
Hôtel Elysées Régencia,1,4,"16th arr., Paris",4.1,0,Very good ,919,Suite Mademoiselle,"Private suite2 beds (1 extra-large double, 1 sofa bed)",0,8.4,410,False,False
Mercure Paris Vaugirard Porte De Versailles,1,4,"15th arr., Paris",5.3,1,Very good ,"1,334",Classic Â Double Room,1 double bed,1,8.2,204,False,False
Hôtel Harvey,1,3,"17th arr., Paris",5.3,1,Fabulous ,420,Twin Room Opera,2 single beds,0,8.6,212,False,False
Arcadie Montparnasse,1,3,"14th arr., Paris",2.9,1,Good ,"1,701",Superior Double Room,Beds: 1 double or 2 singles,0,7.9,109,False,False
Doisy Etoile - Orso Hotels,1,4,"17th arr., Paris",5.0,0,Very good ,470,"Superior Room ""Mango"" ",Beds: 1 double or 2 singles,1,8.0,223,False,False
New Hotel Le Voltaire,1,4,"11th arr., Paris",2.2,1,Very good ,695,Double Room,1 double bed,0,8.0,181,False,False
Bradford Elysées - Astotel,1,4,"8th arr., Paris",3.6,1,Superb ,702,Privilege Double Room with balcony,Beds: 1 double or 2 singles,0,9.0,374,False,False
Hôtel Paris Bastille Boutet - MGallery,1,5,"11th arr., Paris",2.4,1,Very good ,397,Superior Queen Room with Pool Access,1 large double bed,0,8.1,300,False,False
Campanile Paris 15 - Tour Eiffel,0,No Rating available,"15th arr., Paris",4.6,1,Review score ,"1,101",Double Room,1 double bed,0,6.3,139,False,False
Saint James Paris,1,5,"16th arr., Paris",5.5,1,Superb ,90,Boudoir room,1 large double bed,1,9.3,646,False,False
Mercure Paris Place d'Italie,1,4,"13th arr., Paris",2.9,1,Good ,597,Classic Â Double Room,1 double bed,1,7.9,190,False,False
Hôtel Jardin Le Bréa,0,3,"6th arr., Paris",2.2,1,Very good ,303,Classic Double Room,1 large double bed,1,8.5,163,False,False
Hotel Marignan Champs-Elysées,1,5,"8th arr., Paris",3.5,0,Very good ,447,Premier Double or Twin Room,1 large double bed,1,8.5,510,False,False
ibis Styles Paris Gare de l'Est Château Landon,0,3,"10th arr., Paris",2.6,1,Review score ,"2,927",Standard Double Room,1 large double bed,1,6.8,148,True,False
ibis Budget Paris Nord 18ème,0,2,"18th arr., Paris",5.0,1,Review score ,"1,830",Standard Double Room with One Bunk Bed,"2 beds (1 bunk bed, 1 large double)",1,6.9,90,False,False
Hotel Trinité Haussmann,1,4,"9th arr., Paris",2.9,1,Very good ,"1,008",Double Room,1 double bed,1,8.4,256,False,False
26 Faubourg - Ex-Hotel de Reims,1,2,"12th arr., Paris",2.2,1,Good ,862,Twin Room,2 single beds,1,7.8,180,False,False
Best Western Premier Kapital Opéra,1,4,"8th arr., Paris",3.4,1,Fabulous ,"1,224",Standard Double Room with Double Bed - Non-Smoking,1 double bed,1,8.6,255,False,False
Mercure Paris Gare du Nord,1,3,"10th arr., Paris",2.7,1,Good ,503,Classic Twin Room,2 single beds,0,7.3,156,False,False
Luxor Bastille Hotel,0,2,"12th arr., Paris",1.7,1,Review score ,645,Twin Room,2 single beds,0,5.8,122,False,False
Le Regent Montmartre by Hiphophostels,1,No Rating available,"9th arr., Paris",2.9,1,Good ,"3,412",Triple Room (3 Adults),"Shared dormitory room3 beds (1 single, 2 bunk beds)",0,7.5,142,False,False
La Belle Ville,1,4,"19th arr., Paris",4.6,1,Fabulous ,"1,425",Double Room,1 large double bed,1,8.8,154,False,False
Hôtel Opéra Liège,1,4,"9th arr., Paris",3.1,1,Fabulous ,681,Classic Room,Beds: 1 double or 2 singles,1,8.8,225,False,False
Hôtel de la Terrasse,0,1,"18th arr., Paris",4.5,1,Review score ,885,Triple Room (1 Double Bed + 1 Single Bed),"2 beds (1 single, 1 double)",0,5.7,74,False,False
Hôtel Odyssey by Elegancia,1,3,"1st arr., Paris",1.2,1,Very good ,950,Double Room,1 large double bed,0,8.0,177,False,False
ibis Styles Paris Meteor Avenue d'Italie,0,3,"13th arr., Paris",4.4,1,Very good ,"6,048",Standard Twin Room,2 single beds,1,8.5,154,True,False
Hotel De La Cite Rougemont,1,2,"9th arr., Paris",1.8,1,Very good ,"1,119",Double Room,1 double bed,0,8.1,109,False,False
Hôtel La Canopée,1,3,"8th arr., Paris",3.1,1,Superb ,684,Double Room - Exotique,1 large double bed,1,9.0,289,False,False
Hotel Acadia - Astotel,1,3,"9th arr., Paris",1.9,1,Very good ,448,Standard Twin Room,2 single beds,0,8.5,165,False,False
Hotel Andréa,1,3,"4th arr., Paris",200.0,1,Good ,"1,190",Deluxe Double Room,1 large double bed,0,7.2,154,False,False
Le A,1,4,"8th arr., Paris",3.6,1,Fabulous ,416,Superior Double Room,1 large double bed,0,8.9,292,False,False
Esprit Saint Germain,1,5,"6th arr., Paris",1.2,1,Very good ,132,Superior Double Room,1 extra-large double bed,1,8.5,430,False,False
Le Relais Montmartre,1,4,"18th arr., Paris",3.5,1,Superb ,874,Classic Double Room,Beds: 1 double or 2 singles,0,9.0,197,False,False
Paris j'Adore Hotel & Spa,1,5,"17th arr., Paris",3.7,0,Superb ,534,Classic - Elegant with Jacuzzi,1 large double bed,0,9.0,317,False,False
Maison Athénée,1,4,"9th arr., Paris",2.4,1,Very good ,328,Classic Double Room,1 double bed,1,8.4,218,False,False
Hôtel Saint-Paul Rive-Gauche,1,4,"6th arr., Paris",1.1,0,Fabulous ,330,Standard  Room,1 double bed,1,8.7,195,False,False
Résidence & Spa Le Prince Régent,1,4,"6th arr., Paris",1.2,1,Superb ,482,Le Sensuel Double Studio,Beds: 1 double or 2 singles,0,9.0,266,False,False
Novotel Paris Vaugirard Montparnasse,1,4,"15th arr., Paris",4.0,1,Good ,"1,054",Classic Double Room,1 double bed,0,7.9,237,False,False
Hipotel Paris Gambetta République,0,2,"20th arr., Paris",3.5,1,Review score ,"1,480",Double Room,1 double bed,0,6.0,66,False,False
Hôtel Léopold - Orso Hotels,1,4,"14th arr., Paris",2.4,1,Very good ,738,Superior Double Room,Beds: 1 double or 2 singles,1,8.4,213,False,False
Hotel Paris Opera Affiliated by Meliá,1,4,"2nd arr., Paris",1.8,0,Good ,313,Double Room,1 double bed,1,7.4,234,False,False
Les Jardins du Faubourg Hotel & Spa by Shiseido,1,5,"8th arr., Paris",2.8,1,Fabulous ,781,Double Superior,1 extra-large double bed,0,8.8,517,False,False
Serotel Suites Opera,1,4,"9th arr., Paris",2.2,1,Very good ,233,Double Room,1 large double bed,0,8.5,156,False,False
Hotel De L'Horloge,1,2,"11th arr., Paris",2.5,1,Good ,709,Standard Double Studio,Entire studio • 1 bathroom • 12m²1 double bed,0,7.8,147,False,False
Grand Powers Hotel,1,5,"8th arr., Paris",3.8,1,Superb ,416,Superior Double Room,1 large double bed,1,9.2,611,True,False
La Demeure Montaigne,1,5,"8th arr., Paris",3.7,1,Superb ,854,Standard Double Room,1 extra-large double bed,1,9.1,528,False,False
Hotel De Suede Saint Germain,1,3,"7th arr., Paris",2.4,1,Very good ,"1,436",Quadruple Room,"3 beds (2 singles, 1 large double)",0,8.1,291,False,False
Hôtel de l'Exposition - République,0,3,"10th arr., Paris",1.6,1,Review score ,799,Double Room,1 double bed,0,6.6,123,True,False
Hotel Le Six,1,4,"6th arr., Paris",2.2,1,Fabulous ,435,Classic Double Room,Beds: 1 double or 2 singles,1,8.9,277,True,False
Handsome Hotel By Elegancia,1,3,"1st arr., Paris",0.6,1,Very good ,753,Superior Double Room with Bath,1 double bed,1,8.3,243,False,False
Hôtel Hélios Opéra,1,4,"9th arr., Paris",2.5,1,Very good ,693,Classic Room,1 double bed,0,8.3,276,False,False
"InterContinental Paris Champs Elysées Etoile, an IHG Hotel",1,5,"8th arr., Paris",4.2,1,Good ,165,1 Queen Bed Cosy,1 large double bed,0,7.7,476,False,False
Hôtel Recamier,1,4,"6th arr., Paris",1.5,1,Fabulous ,405,Classic Double Room,1 double bed,1,8.9,296,False,False
ibis Styles Paris Nation Porte De Montreuil,0,3,"20th arr., Paris",4.3,1,Good ,"1,245",Standard Twin Room,2 single beds,1,7.6,135,True,False
Hôtel Palais De Chaillot,1,3,"16th arr., Paris",4.9,1,Fabulous ,659,Standard Double Room,1 large double bed,1,8.6,198,False,False
Belfast,1,4,"17th arr., Paris",4.7,1,Good ,851,Standard Double Room,Beds: 1 double or 2 singles,0,7.5,264,False,False
Hôtel Thérèse,1,4,"1st arr., Paris",1.5,1,Very good ,677,Classic Double Room,1 double bed,1,8.5,260,False,False
Hôtel Marais de Launay,1,3,"11th arr., Paris",1.3,1,Very good ,"1,038",Superior Double Room,1 large double bed,0,8.5,139,False,False
Hôtel Adèle & Jules,1,4,"9th arr., Paris",1.8,1,Superb ,379,Classic Double Room - Ground Floor,1 large double bed,1,9.0,283,False,False
Molitor Paris - MGallery,1,5,"16th arr., Paris",7.1,1,Very good ,866,Classic Queen Room,1 large double bed,1,8.4,396,False,False
Hotel Lutetia,1,5,"6th arr., Paris",1.9,1,Superb ,320,Grand Superior Room,"3 beds (2 singles, 1 extra-large double)",1,9.0,1810,False,False
Seven Hotel,1,4,"5th arr., Paris",2.0,1,Fabulous ,958,Double Standard,"2 beds (1 double, 1 large double)",0,8.9,266,False,False
Picardy Hôtel-Gare du Nord,0,2,"10th arr., Paris",2.6,1,Review score ,"1,988",Double Room with Shower,1 double bed,0,5.2,100,False,False
Hôtel La Tamise - Esprit de France,1,4,"1st arr., Paris",1.8,0,Fabulous ,231,Classic Double Room,1 large double bed,1,8.8,287,False,False
Hotel Magenta 38 by Happyculture,1,3,"10th arr., Paris",1.8,1,Very good ,"1,767",Standard Double or Twin Room,Beds: 1 double or 2 singles,1,8.0,119,False,False
Hôtel Duc De St-Simon,1,4,"7th arr., Paris",2.0,1,Fabulous ,512,Superior Double or Twin Room,Beds: 1 double or 2 singles,0,8.9,372,False,False
Hôtel Wallace - Orso Hotels,1,4,"15th arr., Paris",4.1,0,Fabulous ,328,Riviera Classic Room,Beds: 1 double or 2 singles,0,8.7,160,False,False
